招生群類別,成績區間,國文,英文,數學,專業一,專業二
07設計群,79.01～80,876,377,419,212,40
07設計群,78.01～79,0,404,0,0,32
07設計群,77.01～78,1168,399,0,238,44
07設計群,76.01～77,0,393,0,0,49
07設計群,75.01～76,1427,431,532,224,48
07設計群,74.01～75,0,342,0,0,56
07設計群,73.01～74,1766,498,0,268,55
07設計群,72.01～73,0,315,0,0,66
07設計群,71.01～72,2001,519,626,230,66
07設計群,70.01～71,0,336,0,0,64
07設計群,69.01～70,2267,524,0,236,75
07設計群,68.01～69,1,327,0,0,65
07設計群,67.01～68,2495,547,728,215,70
07設計群,66.01～67,1,318,0,0,89
07設計群,65.01～66,2714,550,0,226,84
07設計群,64.01～65,2,321,0,0,97
07設計群,63.01～64,2876,573,828,271,81
07設計群,62.01～63,0,298,0,0,97
07設計群,61.01～62,2822,597,0,256,103
07設計群,60.01～61,0,323,0,0,117
07設計群,59.01～60,2939,613,1039,244,113
07設計群,58.01～59,0,328,0,0,123
07設計群,57.01～58,2938,620,0,230,115
07設計群,56.01～57,0,346,0,1,98
07設計群,55.01～56,2870,607,1101,246,101
07設計群,54.01～55,0,393,0,0,111
07設計群,53.01～54,2849,655,1,250,106
07設計群,52.01～53,1,398,0,0,125
07設計群,51.01～52,2718,641,1304,319,118
07設計群,50.01～51,0,442,0,0,111
07設計群,49.01～50,2616,713,0,273,121
07設計群,48.01～49,1,390,0,0,133
07設計群,47.01～48,2468,706,1510,259,146
07設計群,46.01～47,0,479,0,0,104
07設計群,45.01～46,2387,718,0,247,111
07設計群,44.01～45,0,499,0,0,135
07設計群,43.01～44,2154,682,1862,292,146
07設計群,42.01～43,0,521,0,0,108
07設計群,41.01～42,2052,730,1,265,130
07設計群,40.01～41,1,547,0,0,124
07設計群,39.01～40,1841,741,2364,242,162
07設計群,38.01～39,2,633,0,0,103
07設計群,37.01～38,1655,818,1,241,123
07設計群,36.01～37,2,583,0,0,125
07設計群,35.01～36,1610,950,2881,174,191
07設計群,34.01～35,0,714,2,0,85
07設計群,33.01～34,1419,1049,0,168,86
07設計群,32.01～33,1,721,0,0,119
07設計群,31.01～32,1230,1359,3278,134,185
07設計群,30.01～31,1,770,2,0,76
07設計群,29.01～30,1041,1607,1,88,105
07設計群,28.01～29,1,836,0,0,112
07設計群,27.01～28,907,2002,4204,81,170
07設計群,26.01～27,0,834,1,0,59
07設計群,25.01～26,841,2398,1,57,55
07設計群,24.01～25,1,901,0,0,70
07設計群,23.01～24,724,2765,4315,42,151
07設計群,22.01～23,0,957,1,0,30
07設計群,21.01～22,639,3440,0,32,48
07設計群,20.01～21,0,583,0,0,74
07設計群,19.01～20,751,3837,2669,27,160
07設計群,18.01～19,3,380,1,0,30
07設計群,17.01～18,601,2338,0,15,42
07設計群,16.01～17,0,256,0,0,54
07設計群,15.01～16,340,1551,1581,8,124
07設計群,14.01～15,0,136,0,0,14
07設計群,13.01～14,232,1030,0,3,22
07設計群,12.01～13,0,72,0,0,27
07設計群,11.01～12,147,591,794,1,90
07設計群,10.01～11,1,25,0,0,10
07設計群,9.01～10,65,250,1,0,10
07設計群,8.01～9,0,10,0,0,21
07設計群,7.01～8,41,117,291,0,71
07設計群,6.01～7,0,2,1,0,6
07設計群,5.01～6,13,28,0,0,5
07設計群,4.01～5,0,0,0,0,9
07設計群,3.01～4,6,6,57,0,47
07設計群,2.01～3,0,0,0,0,4
07設計群,1.01～2,2,1,1,0,3
07設計群,0.01～1,0,0,0,0,1
07設計群,0.00,14,11,23,2,91
08工程與管理類,99.01～100,1,60,84,0,0
08工程與管理類,98.01～99,0,204,0,0,0
08工程與管理類,97.01～98,0,98,0,0,4
08工程與管理類,96.01～97,0,438,0,0,0
08工程與管理類,95.01～96,6,142,189,1,0
08工程與管理類,94.01～95,0,614,0,0,0
08工程與管理類,93.01～94,17,211,0,0,0
08工程與管理類,92.01～93,0,620,0,0,0
08工程與管理類,91.01～92,49,256,337,0,4
08工程與管理類,90.01～91,0,607,0,0,0
08工程與管理類,89.01～90,67,276,0,1,1
08工程與管理類,88.01～89,0,555,0,0,0
08工程與管理類,87.01～88,158,297,419,1,0
08工程與管理類,86.01～87,0,538,0,0,0
08工程與管理類,85.01～86,267,314,0,0,0
08工程與管理類,84.01～85,1,507,0,0,0
08工程與管理類,83.01～84,481,362,415,1,2
08工程與管理類,82.01～83,0,470,0,0,0
08工程與管理類,81.01～82,612,397,0,0,1
08工程與管理類,80.01～81,0,417,0,0,0
08工程與管理類,79.01～80,876,377,486,1,5
08工程與管理類,78.01～79,0,404,0,0,0
08工程與管理類,77.01～78,1168,399,0,0,3
08工程與管理類,76.01～77,0,393,0,0,0
08工程與管理類,75.01～76,1427,431,477,0,2
08工程與管理類,74.01～75,0,342,0,0,0
08工程與管理類,73.01～74,1766,498,0,3,3
08工程與管理類,72.01～73,0,315,0,0,0
08工程與管理類,71.01～72,2001,519,568,1,3
08工程與管理類,70.01～71,0,336,0,0,0
08工程與管理類,69.01～70,2267,524,0,0,5
08工程與管理類,68.01～69,1,327,0,0,0
08工程與管理類,67.01～68,2495,547,578,5,2
08工程與管理類,66.01～67,1,318,0,0,0
08工程與管理類,65.01～66,2714,550,0,0,4
08工程與管理類,64.01～65,2,321,0,0,0
08工程與管理類,63.01～64,2876,573,621,0,9
08工程與管理類,62.01～63,0,298,0,0,0
08工程與管理類,61.01～62,2822,597,0,1,3
08工程與管理類,60.01～61,0,323,0,0,0
08工程與管理類,59.01～60,2939,613,705,0,3
08工程與管理類,58.01～59,0,328,0,0,0
08工程與管理類,57.01～58,2938,620,0,1,0
08工程與管理類,56.01～57,0,346,0,0,0
08工程與管理類,55.01～56,2870,607,821,2,1
08工程與管理類,54.01～55,0,393,0,0,0
08工程與管理類,53.01～54,2849,655,1,5,2
08工程與管理類,52.01～53,1,398,0,0,0
08工程與管理類,51.01～52,2718,641,885,0,0
08工程與管理類,50.01～51,0,442,0,0,0
08工程與管理類,49.01～50,2616,713,0,2,0
08工程與管理類,48.01～49,1,390,0,0,0
08工程與管理類,47.01～48,2468,706,1025,5,0
08工程與管理類,46.01～47,0,479,0,0,0
08工程與管理類,45.01～46,2387,718,0,2,0
08工程與管理類,44.01～45,0,499,0,0,0
08工程與管理類,43.01～44,2154,682,1216,1,0
08工程與管理類,42.01～43,0,521,0,0,0
08工程與管理類,41.01～42,2052,730,0,1,1
08工程與管理類,40.01～41,1,547,0,0,0
08工程與管理類,39.01～40,1841,741,1547,2,0
08工程與管理類,38.01～39,2,633,0,0,0
08工程與管理類,37.01～38,1655,818,1,4,0
08工程與管理類,36.01～37,2,583,0,0,0
08工程與管理類,35.01～36,1610,950,1816,4,0
08工程與管理類,34.01～35,0,714,0,0,0
08工程與管理類,33.01～34,1419,1049,0,3,0
08工程與管理類,32.01～33,1,721,0,0,0
08工程與管理類,31.01～32,1230,1359,2142,0,1
08工程與管理類,30.01～31,1,770,1,0,0
08工程與管理類,29.01～30,1041,1607,0,2,0
08工程與管理類,28.01～29,1,836,0,0,0
08工程與管理類,27.01～28,907,2002,2705,6,0
08工程與管理類,26.01～27,0,834,0,0,0
08工程與管理類,25.01～26,841,2398,1,1,1
08工程與管理類,24.01～25,1,901,0,0,0
08工程與管理類,23.01～24,724,2765,2460,4,0
08工程與管理類,22.01～23,0,957,1,0,0
08工程與管理類,21.01～22,639,3440,2,2,0
08工程與管理類,20.01～21,0,583,0,0,0
08工程與管理類,19.01～20,751,3837,1405,0,0
08工程與管理類,18.01～19,3,380,0,0,0
08工程與管理類,17.01～18,601,2338,1,0,0
08工程與管理類,16.01～17,0,256,0,0,0
08工程與管理類,15.01～16,340,1551,773,0,0
08工程與管理類,14.01～15,0,136,0,0,0
08工程與管理類,13.01～14,232,1030,0,0,0
08工程與管理類,12.01～13,0,72,0,0,0
08工程與管理類,11.01～12,147,591,391,0,0
08工程與管理類,10.01～11,1,25,0,0,0
08工程與管理類,9.01～10,65,250,0,0,0
08工程與管理類,8.01～9,0,10,0,0,0
08工程與管理類,7.01～8,41,117,134,0,0
08工程與管理類,6.01～7,0,2,0,0,0
08工程與管理類,5.01～6,13,28,0,0,0
08工程與管理類,4.01～5,0,0,0,0,0
08工程與管理類,3.01～4,6,6,23,0,0
08工程與管理類,2.01～3,0,0,0,0,0
08工程與管理類,1.01～2,2,1,0,0,0
08工程與管理類,0.01～1,0,0,0,0,0
08工程與管理類,0.00,14,11,8,0,0
09商業與管理群,99.01～100,1,60,53,0,3
09商業與管理群,98.01～99,0,204,0,0,0
09商業與管理群,97.01～98,0,98,0,0,24
09商業與管理群,96.01～97,0,438,0,0,0
09商業與管理群,95.01～96,6,142,138,15,37
09商業與管理群,94.01～95,0,614,0,0,0
09商業與管理群,93.01～94,17,211,0,23,73
09商業與管理群,92.01～93,0,620,0,0,0
09商業與管理群,91.01～92,49,256,182,30,100
09商業與管理群,90.01～91,0,607,0,0,0
09商業與管理群,89.01～90,67,276,0,60,135
09商業與管理群,88.01～89,0,555,0,0,0
09商業與管理群,87.01～88,158,297,262,91,164
09商業與管理群,86.01～87,0,538,0,0,0
09商業與管理群,85.01～86,267,314,0,135,181
09商業與管理群,84.01～85,1,507,0,0,0
09商業與管理群,83.01～84,481,362,365,174,215
09商業與管理群,82.01～83,0,470,0,0,0
09商業與管理群,81.01～82,612,397,0,213,201
09商業與管理群,80.01～81,0,417,0,0,0
09商業與管理群,79.01～80,876,377,419,270,228
09商業與管理群,78.01～79,0,404,0,0,0
09商業與管理群,77.01～78,1168,399,0,318,244
09商業與管理群,76.01～77,0,393,0,0,0
09商業與管理群,75.01～76,1427,431,532,368,242
09商業與管理群,74.01～75,0,342,0,0,0
09商業與管理群,73.01～74,1766,498,0,413,253
09商業與管理群,72.01～73,0,315,0,0,0
09商業與管理群,71.01～72,2001,519,626,403,241
09商業與管理群,70.01～71,0,336,0,0,0
09商業與管理群,69.01～70,2267,524,0,433,257
09商業與管理群,68.01～69,1,327,0,0,0
09商業與管理群,67.01～68,2495,547,728,482,252
09商業與管理群,66.01～67,1,318,0,0,0
09商業與管理群,65.01～66,2714,550,0,509,292
09商業與管理群,64.01～65,2,321,0,0,0
09商業與管理群,63.01～64,2876,573,828,525,265
09商業與管理群,62.01～63,0,298,0,0,0
09商業與管理群,61.01～62,2822,597,0,548,263
09商業與管理群,60.01～61,0,323,0,0,0
09商業與管理群,59.01～60,2939,613,1039,559,263
09商業與管理群,58.01～59,0,328,0,0,0
09商業與管理群,57.01～58,2938,620,0,598,270
09商業與管理群,56.01～57,0,346,0,0,0
09商業與管理群,55.01～56,2870,607,1101,617,290
09商業與管理群,54.01～55,0,393,0,0,0
09商業與管理群,53.01～54,2849,655,1,539,301
09商業與管理群,52.01～53,1,398,0,0,0
09商業與管理群,51.01～52,2718,641,1304,624,320
09商業與管理群,50.01～51,0,442,0,0,0
09商業與管理群,49.01～50,2616,713,0,571,293
09商業與管理群,48.01～49,1,390,0,0,0
09商業與管理群,47.01～48,2468,706,1510,598,322
09商業與管理群,46.01～47,0,479,0,0,0
09商業與管理群,45.01～46,2387,718,0,590,333
09商業與管理群,44.01～45,0,499,0,0,0
09商業與管理群,43.01～44,2154,682,1862,559,398
09商業與管理群,42.01～43,0,521,0,0,0
09商業與管理群,41.01～42,2052,730,1,579,449
09商業與管理群,40.01～41,1,547,0,0,0
09商業與管理群,39.01～40,1841,741,2364,614,506
09商業與管理群,38.01～39,2,633,0,0,0
09商業與管理群,37.01～38,1655,818,1,545,532
09商業與管理群,36.01～37,2,583,0,0,0
09商業與管理群,35.01～36,1610,950,2881,602,595
09商業與管理群,34.01～35,0,714,2,0,0
09商業與管理群,33.01～34,1419,1049,0,515,628
09商業與管理群,32.01～33,1,721,0,0,0
09商業與管理群,31.01～32,1230,1359,3278,527,666
09商業與管理群,30.01～31,1,770,2,0,0
09商業與管理群,29.01～30,1041,1607,1,464,648
09商業與管理群,28.01～29,1,836,0,0,0
09商業與管理群,27.01～28,907,2002,4204,459,695
09商業與管理群,26.01～27,0,834,1,0,0
09商業與管理群,25.01～26,841,2398,1,401,683
09商業與管理群,24.01～25,1,901,0,0,0
09商業與管理群,23.01～24,724,2765,4315,336,573
09商業與管理群,22.01～23,0,957,1,0,0
09商業與管理群,21.01～22,639,3440,0,268,386
09商業與管理群,20.01～21,0,583,0,0,0
09商業與管理群,19.01～20,751,3837,2669,154,268
09商業與管理群,18.01～19,3,380,1,0,1
09商業與管理群,17.01～18,601,2338,0,113,161
09商業與管理群,16.01～17,0,256,0,0,0
09商業與管理群,15.01～16,340,1551,1581,55,67
09商業與管理群,14.01～15,0,136,0,0,1
09商業與管理群,13.01～14,232,1030,0,29,57
09商業與管理群,12.01～13,0,72,0,0,0
09商業與管理群,11.01～12,147,591,794,17,18
09商業與管理群,10.01～11,1,25,0,0,0
09商業與管理群,9.01～10,65,250,1,3,7
09商業與管理群,8.01～9,0,10,0,0,0
09商業與管理群,7.01～8,41,117,291,1,1
09商業與管理群,6.01～7,0,2,1,0,0
09商業與管理群,5.01～6,13,28,0,0,2
09商業與管理群,4.01～5,0,0,0,0,0
09商業與管理群,3.01～4,6,6,57,1,0
09商業與管理群,2.01～3,0,0,0,0,0
09商業與管理群,1.01～2,2,1,1,0,0
09商業與管理群,0.01～1,0,0,0,0,0
09商業與管理群,0.00,14,11,23,0,0
10衛生與護理類,99.01～100,1,60,109,0,0
10衛生與護理類,98.01～99,0,204,0,0,0
10衛生與護理類,97.01～98,0,98,0,1,0
10衛生與護理類,96.01～97,0,438,0,0,0
10衛生與護理類,95.01～96,6,142,236,1,4
10衛生與護理類,94.01～95,0,614,0,0,0
10衛生與護理類,93.01～94,17,211,0,2,7
10衛生與護理類,92.01～93,0,620,0,0,0
10衛生與護理類,91.01～92,49,256,166,7,30
10衛生與護理類,90.01～91,0,607,0,0,0
10衛生與護理類,89.01～90,67,276,0,13,25
10衛生與護理類,88.01～89,0,555,0,0,0
10衛生與護理類,87.01～88,158,297,136,15,54
10衛生與護理類,86.01～87,0,538,0,0,0
10衛生與護理類,85.01～86,267,314,0,17,50
10衛生與護理類,84.01～85,1,507,0,0,0
10衛生與護理類,83.01～84,481,362,140,18,45
10衛生與護理類,82.01～83,0,470,0,0,0
10衛生與護理類,81.01～82,612,397,0,26,57
10衛生與護理類,80.01～81,0,417,0,0,0
10衛生與護理類,79.01～80,876,377,122,26,56
10衛生與護理類,78.01～79,0,404,0,0,0
10衛生與護理類,77.01～78,1168,399,0,32,67
10衛生與護理類,76.01～77,0,393,0,0,0
10衛生與護理類,75.01～76,1427,431,140,29,63
10衛生與護理類,74.01～75,0,342,0,0,0
10衛生與護理類,73.01～74,1766,498,0,31,77
10衛生與護理類,72.01～73,0,315,0,0,0
10衛生與護理類,71.01～72,2001,519,129,35,67
10衛生與護理類,70.01～71,0,336,0,0,0
10衛生與護理類,69.01～70,2267,524,0,31,79
10衛生與護理類,68.01～69,1,327,0,0,0
10衛生與護理類,67.01～68,2495,547,145,32,76
10衛生與護理類,66.01～67,1,318,0,0,0
10衛生與護理類,65.01～66,2714,550,0,38,63
10衛生與護理類,64.01～65,2,321,0,0,0
10衛生與護理類,63.01～64,2876,573,191,33,76
10衛生與護理類,62.01～63,0,298,0,0,0
10衛生與護理類,61.01～62,2822,597,0,36,71
10衛生與護理類,60.01～61,0,323,0,0,0
10衛生與護理類,59.01～60,2939,613,193,47,63
10衛生與護理類,58.01～59,0,328,0,0,0
10衛生與護理類,57.01～58,2938,620,0,37,66
10衛生與護理類,56.01～57,0,346,0,0,0
10衛生與護理類,55.01～56,2870,607,253,35,50
10衛生與護理類,54.01～55,0,393,0,0,0
10衛生與護理類,53.01～54,2849,655,0,49,59
10衛生與護理類,52.01～53,1,398,0,0,0
10衛生與護理類,51.01～52,2718,641,280,56,48
10衛生與護理類,50.01～51,0,442,0,0,0
10衛生與護理類,49.01～50,2616,713,0,53,26
10衛生與護理類,48.01～49,1,390,0,0,0
10衛生與護理類,47.01～48,2468,706,314,55,22
10衛生與護理類,46.01～47,0,479,0,0,0
10衛生與護理類,45.01～46,2387,718,0,47,25
10衛生與護理類,44.01～45,0,499,0,0,0
10衛生與護理類,43.01～44,2154,682,381,55,26
10衛生與護理類,42.01～43,0,521,0,0,0
10衛生與護理類,41.01～42,2052,730,0,44,14
10衛生與護理類,40.01～41,1,547,0,0,0
10衛生與護理類,39.01～40,1841,741,466,57,5
10衛生與護理類,38.01～39,2,633,0,0,0
10衛生與護理類,37.01～38,1655,818,0,49,17
10衛生與護理類,36.01～37,2,583,0,0,0
10衛生與護理類,35.01～36,1610,950,512,73,4
10衛生與護理類,34.01～35,0,714,0,0,0
10衛生與護理類,33.01～34,1419,1049,0,60,6
10衛生與護理類,32.01～33,1,721,0,0,0
10衛生與護理類,31.01～32,1230,1359,567,58,2
10衛生與護理類,30.01～31,1,770,0,0,0
10衛生與護理類,29.01～30,1041,1607,0,54,3
10衛生與護理類,28.01～29,1,836,0,0,0
10衛生與護理類,27.01～28,907,2002,615,44,2
10衛生與護理類,26.01～27,0,834,0,0,0
10衛生與護理類,25.01～26,841,2398,0,42,2
10衛生與護理類,24.01～25,1,901,0,0,0
10衛生與護理類,23.01～24,724,2765,488,28,4
10衛生與護理類,22.01～23,0,957,0,0,0
10衛生與護理類,21.01～22,639,3440,0,20,1
10衛生與護理類,20.01～21,0,583,0,0,0
10衛生與護理類,19.01～20,751,3837,278,10,0
10衛生與護理類,18.01～19,3,380,0,0,0
10衛生與護理類,17.01～18,601,2338,0,8,0
10衛生與護理類,16.01～17,0,256,0,0,0
10衛生與護理類,15.01～16,340,1551,143,6,1
10衛生與護理類,14.01～15,0,136,0,0,0
10衛生與護理類,13.01～14,232,1030,0,1,0
10衛生與護理類,12.01～13,0,72,0,0,0
10衛生與護理類,11.01～12,147,591,67,0,0
10衛生與護理類,10.01～11,1,25,0,0,0
10衛生與護理類,9.01～10,65,250,0,1,0
10衛生與護理類,8.01～9,0,10,0,0,0
10衛生與護理類,7.01～8,41,117,19,1,0
10衛生與護理類,6.01～7,0,2,0,0,0
10衛生與護理類,5.01～6,13,28,0,0,0
10衛生與護理類,4.01～5,0,0,0,0,0
10衛生與護理類,3.01～4,6,6,1,0,0
10衛生與護理類,2.01～3,0,0,0,0,0
10衛生與護理類,1.01～2,2,1,0,0,0
10衛生與護理類,0.01～1,0,0,0,0,0
10衛生與護理類,0.00,14,11,0,1,0
11食品群,99.01～100,1,60,53,0,1
11食品群,98.01～99,0,204,0,0,0
11食品群,97.01～98,0,98,0,0,0
11食品群,96.01～97,0,438,0,0,0
11食品群,95.01～96,6,142,138,2,2
11食品群,94.01～95,0,614,0,0,0
11食品群,93.01～94,17,211,0,0,7
11食品群,92.01～93,0,620,0,0,0
11食品群,91.01～92,49,256,182,9,6
11食品群,90.01～91,0,607,0,0,0
11食品群,89.01～90,67,276,0,6,9
11食品群,88.01～89,0,555,0,0,0
11食品群,87.01～88,158,297,262,13,2
11食品群,86.01～87,0,538,0,0,0
11食品群,85.01～86,267,314,0,12,12
11食品群,84.01～85,1,507,0,0,0
11食品群,83.01～84,481,362,365,13,20
11食品群,82.01～83,0,470,0,0,0
11食品群,81.01～82,612,397,0,19,4
11食品群,80.01～81,0,417,0,0,0
11食品群,79.01～80,876,377,419,23,13
11食品群,78.01～79,0,404,0,0,0
11食品群,77.01～78,1168,399,0,19,15
11食品群,76.01～77,0,393,0,0,0
11食品群,75.01～76,1427,431,532,23,13
11食品群,74.01～75,0,342,0,0,0
11食品群,73.01～74,1766,498,0,31,23
11食品群,72.01～73,0,315,0,0,0
11食品群,71.01～72,2001,519,626,26,19
11食品群,70.01～71,0,336,0,0,0
11食品群,69.01～70,2267,524,0,32,22
11食品群,68.01～69,1,327,0,0,0
11食品群,67.01～68,2495,547,728,25,20
11食品群,66.01～67,1,318,0,0,0
11食品群,65.01～66,2714,550,0,30,12
11食品群,64.01～65,2,321,0,0,0
11食品群,63.01～64,2876,573,828,36,14
11食品群,62.01～63,0,298,0,0,0
11食品群,61.01～62,2822,597,0,36,11
11食品群,60.01～61,0,323,0,0,0
11食品群,59.01～60,2939,613,1039,35,21
11食品群,58.01～59,0,328,0,0,0
11食品群,57.01～58,2938,620,0,44,18
11食品群,56.01～57,0,346,0,0,0
11食品群,55.01～56,2870,607,1101,33,24
11食品群,54.01～55,0,393,0,0,0
11食品群,53.01～54,2849,655,1,40,33
11食品群,52.01～53,1,398,0,0,0
11食品群,51.01～52,2718,641,1304,46,41
11食品群,50.01～51,0,442,0,0,0
11食品群,49.01～50,2616,713,0,42,32
11食品群,48.01～49,1,390,0,0,0
11食品群,47.01～48,2468,706,1510,52,34
11食品群,46.01～47,0,479,0,0,0
11食品群,45.01～46,2387,718,0,45,41
11食品群,44.01～45,0,499,0,0,0
11食品群,43.01～44,2154,682,1862,56,48
11食品群,42.01～43,0,521,0,0,0
11食品群,41.01～42,2052,730,1,46,50
11食品群,40.01～41,1,547,0,0,0
11食品群,39.01～40,1841,741,2364,46,60
11食品群,38.01～39,2,633,0,0,0
11食品群,37.01～38,1655,818,1,42,52
11食品群,36.01～37,2,583,0,0,0
11食品群,35.01～36,1610,950,2881,47,74
11食品群,34.01～35,0,714,2,0,0
11食品群,33.01～34,1419,1049,0,50,75
11食品群,32.01～33,1,721,0,0,0
11食品群,31.01～32,1230,1359,3278,49,74
11食品群,30.01～31,1,770,2,0,0
11食品群,29.01～30,1041,1607,1,38,59
11食品群,28.01～29,1,836,0,0,0
11食品群,27.01～28,907,2002,4204,23,62
11食品群,26.01～27,0,834,1,0,0
11食品群,25.01～26,841,2398,1,23,55
11食品群,24.01～25,1,901,0,0,0
11食品群,23.01～24,724,2765,4315,21,27
11食品群,22.01～23,0,957,1,0,0
11食品群,21.01～22,639,3440,0,18,24
11食品群,20.01～21,0,583,0,0,0
11食品群,19.01～20,751,3837,2669,7,25
11食品群,18.01～19,3,380,1,0,0
11食品群,17.01～18,601,2338,0,5,9
11食品群,16.01～17,0,256,0,0,0
11食品群,15.01～16,340,1551,1581,3,2
11食品群,14.01～15,0,136,0,0,0
11食品群,13.01～14,232,1030,0,0,1
11食品群,12.01～13,0,72,0,0,0
11食品群,11.01～12,147,591,794,4,1
11食品群,10.01～11,1,25,0,0,0
11食品群,9.01～10,65,250,1,0,0
11食品群,8.01～9,0,10,0,0,0
11食品群,7.01～8,41,117,291,0,0
11食品群,6.01～7,0,2,1,0,0
11食品群,5.01～6,13,28,0,0,0
11食品群,4.01～5,0,0,0,0,0
11食品群,3.01～4,6,6,57,0,0
11食品群,2.01～3,0,0,0,0,0
11食品群,1.01～2,2,1,1,0,0
11食品群,0.01～1,0,0,0,0,0
11食品群,0.00,14,11,23,0,0
12家政群幼保類,99.01～100,1,60,109,0,0
12家政群幼保類,98.01～99,0,204,0,0,0
12家政群幼保類,97.01～98,0,98,0,0,2
12家政群幼保類,96.01～97,0,438,0,0,0
12家政群幼保類,95.01～96,6,142,236,2,13
12家政群幼保類,94.01～95,0,614,0,0,0
12家政群幼保類,93.01～94,17,211,0,0,8
12家政群幼保類,92.01～93,0,620,0,0,0
12家政群幼保類,91.01～92,49,256,166,3,25
12家政群幼保類,90.01～91,0,607,0,0,0
12家政群幼保類,89.01～90,67,276,0,7,26
12家政群幼保類,88.01～89,0,555,0,0,0
12家政群幼保類,87.01～88,158,297,136,19,34
12家政群幼保類,86.01～87,0,538,0,0,0
12家政群幼保類,85.01～86,267,314,0,16,39
12家政群幼保類,84.01～85,1,507,0,0,0
12家政群幼保類,83.01～84,481,362,140,16,38
12家政群幼保類,82.01～83,0,470,0,0,0
12家政群幼保類,81.01～82,612,397,0,36,56
12家政群幼保類,80.01～81,0,417,0,0,0
12家政群幼保類,79.01～80,876,377,122,42,35
12家政群幼保類,78.01～79,0,404,0,0,0
12家政群幼保類,77.01～78,1168,399,0,72,63
12家政群幼保類,76.01～77,0,393,0,0,0
12家政群幼保類,75.01～76,1427,431,140,83,69
12家政群幼保類,74.01～75,0,342,0,0,0
12家政群幼保類,73.01～74,1766,498,0,73,60
12家政群幼保類,72.01～73,0,315,0,0,0
12家政群幼保類,71.01～72,2001,519,129,97,57
12家政群幼保類,70.01～71,0,336,0,0,0
12家政群幼保類,69.01～70,2267,524,0,94,51
12家政群幼保類,68.01～69,1,327,0,0,0
12家政群幼保類,67.01～68,2495,547,145,136,43
12家政群幼保類,66.01～67,1,318,0,0,0
12家政群幼保類,65.01～66,2714,550,0,123,67
12家政群幼保類,64.01～65,2,321,0,0,0
12家政群幼保類,63.01～64,2876,573,191,134,55
12家政群幼保類,62.01～63,0,298,0,0,0
12家政群幼保類,61.01～62,2822,597,0,134,51
12家政群幼保類,60.01～61,0,323,0,0,0
12家政群幼保類,59.01～60,2939,613,193,137,62
12家政群幼保類,58.01～59,0,328,0,0,0
12家政群幼保類,57.01～58,2938,620,0,161,56
12家政群幼保類,56.01～57,0,346,0,0,0
12家政群幼保類,55.01～56,2870,607,253,165,52
12家政群幼保類,54.01～55,0,393,0,0,0
12家政群幼保類,53.01～54,2849,655,0,178,55
12家政群幼保類,52.01～53,1,398,0,0,0
12家政群幼保類,51.01～52,2718,641,280,175,67
12家政群幼保類,50.01～51,0,442,0,0,0
12家政群幼保類,49.01～50,2616,713,0,207,46
12家政群幼保類,48.01～49,1,390,0,0,0
12家政群幼保類,47.01～48,2468,706,314,211,62
12家政群幼保類,46.01～47,0,479,0,0,0
12家政群幼保類,45.01～46,2387,718,0,235,48
12家政群幼保類,44.01～45,0,499,0,0,0
12家政群幼保類,43.01～44,2154,682,381,223,49
12家政群幼保類,42.01～43,0,521,0,0,0
12家政群幼保類,41.01～42,2052,730,0,193,46
12家政群幼保類,40.01～41,1,547,0,1,0
12家政群幼保類,39.01～40,1841,741,466,196,51
12家政群幼保類,38.01～39,2,633,0,0,0
12家政群幼保類,37.01～38,1655,818,0,155,42
12家政群幼保類,36.01～37,2,583,0,0,0
12家政群幼保類,35.01～36,1610,950,512,137,26
12家政群幼保類,34.01～35,0,714,0,0,0
12家政群幼保類,33.01～34,1419,1049,0,119,28
12家政群幼保類,32.01～33,1,721,0,0,0
12家政群幼保類,31.01～32,1230,1359,567,113,24
12家政群幼保類,30.01～31,1,770,0,0,0
12家政群幼保類,29.01～30,1041,1607,0,95,20
12家政群幼保類,28.01～29,1,836,0,0,0
12家政群幼保類,27.01～28,907,2002,615,74,16
12家政群幼保類,26.01～27,0,834,0,0,0
12家政群幼保類,25.01～26,841,2398,0,64,15
12家政群幼保類,24.01～25,1,901,0,0,0
12家政群幼保類,23.01～24,724,2765,488,42,11
12家政群幼保類,22.01～23,0,957,0,0,0
12家政群幼保類,21.01～22,639,3440,0,40,9
12家政群幼保類,20.01～21,0,583,0,0,0
12家政群幼保類,19.01～20,751,3837,278,26,3
12家政群幼保類,18.01～19,3,380,0,0,0
12家政群幼保類,17.01～18,601,2338,0,6,1
12家政群幼保類,16.01～17,0,256,0,0,0
12家政群幼保類,15.01～16,340,1551,143,6,1
12家政群幼保類,14.01～15,0,136,0,0,0
12家政群幼保類,13.01～14,232,1030,0,5,2
12家政群幼保類,12.01～13,0,72,0,0,0
12家政群幼保類,11.01～12,147,591,67,4,0
12家政群幼保類,10.01～11,1,25,0,0,0
12家政群幼保類,9.01～10,65,250,0,0,0
12家政群幼保類,8.01～9,0,10,0,0,0
12家政群幼保類,7.01～8,41,117,19,1,0
12家政群幼保類,6.01～7,0,2,0,0,0
12家政群幼保類,5.01～6,13,28,0,0,0
12家政群幼保類,4.01～5,0,0,0,0,0
12家政群幼保類,3.01～4,6,6,1,0,0
12家政群幼保類,2.01～3,0,0,0,0,0
12家政群幼保類,1.01～2,2,1,0,0,0
12家政群幼保類,0.01～1,0,0,0,0,0
12家政群幼保類,0.00,14,11,0,0,0
