招生群類別,成績區間,國文,英文,數學,專業一,專業二
13家政群生活應用類,99.01～100,1,60,109,0,0
13家政群生活應用類,98.01～99,0,204,0,0,0
13家政群生活應用類,97.01～98,0,98,0,0,0
13家政群生活應用類,96.01～97,0,438,0,0,0
13家政群生活應用類,95.01～96,6,142,236,2,0
13家政群生活應用類,94.01～95,0,614,0,0,0
13家政群生活應用類,93.01～94,17,211,0,0,3
13家政群生活應用類,92.01～93,0,620,0,0,0
13家政群生活應用類,91.01～92,49,256,166,3,5
13家政群生活應用類,90.01～91,0,607,0,0,0
13家政群生活應用類,89.01～90,67,276,0,7,8
13家政群生活應用類,88.01～89,0,555,0,0,0
13家政群生活應用類,87.01～88,158,297,136,19,22
13家政群生活應用類,86.01～87,0,538,0,0,0
13家政群生活應用類,85.01～86,267,314,0,16,31
13家政群生活應用類,84.01～85,1,507,0,0,0
13家政群生活應用類,83.01～84,481,362,140,16,41
13家政群生活應用類,82.01～83,0,470,0,0,0
13家政群生活應用類,81.01～82,612,397,0,36,45
13家政群生活應用類,80.01～81,0,417,0,0,0
13家政群生活應用類,79.01～80,876,377,122,42,57
13家政群生活應用類,78.01～79,0,404,0,0,0
13家政群生活應用類,77.01～78,1168,399,0,72,50
13家政群生活應用類,76.01～77,0,393,0,0,0
13家政群生活應用類,75.01～76,1427,431,140,83,76
13家政群生活應用類,74.01～75,0,342,0,0,0
13家政群生活應用類,73.01～74,1766,498,0,73,80
13家政群生活應用類,72.01～73,0,315,0,0,0
13家政群生活應用類,71.01～72,2001,519,129,97,73
13家政群生活應用類,70.01～71,0,336,0,0,0
13家政群生活應用類,69.01～70,2267,524,0,94,88
13家政群生活應用類,68.01～69,1,327,0,0,0
13家政群生活應用類,67.01～68,2495,547,145,136,93
13家政群生活應用類,66.01～67,1,318,0,0,0
13家政群生活應用類,65.01～66,2714,550,0,123,83
13家政群生活應用類,64.01～65,2,321,0,0,0
13家政群生活應用類,63.01～64,2876,573,191,134,114
13家政群生活應用類,62.01～63,0,298,0,0,0
13家政群生活應用類,61.01～62,2822,597,0,134,98
13家政群生活應用類,60.01～61,0,323,0,0,0
13家政群生活應用類,59.01～60,2939,613,193,137,120
13家政群生活應用類,58.01～59,0,328,0,0,1
13家政群生活應用類,57.01～58,2938,620,0,161,127
13家政群生活應用類,56.01～57,0,346,0,0,2
13家政群生活應用類,55.01～56,2870,607,253,165,132
13家政群生活應用類,54.01～55,0,393,0,0,0
13家政群生活應用類,53.01～54,2849,655,0,178,114
13家政群生活應用類,52.01～53,1,398,0,0,0
13家政群生活應用類,51.01～52,2718,641,280,175,120
13家政群生活應用類,50.01～51,0,442,0,0,0
13家政群生活應用類,49.01～50,2616,713,0,207,122
13家政群生活應用類,48.01～49,1,390,0,0,0
13家政群生活應用類,47.01～48,2468,706,314,211,98
13家政群生活應用類,46.01～47,0,479,0,0,0
13家政群生活應用類,45.01～46,2387,718,0,235,124
13家政群生活應用類,44.01～45,0,499,0,0,0
13家政群生活應用類,43.01～44,2154,682,381,223,98
13家政群生活應用類,42.01～43,0,521,0,0,0
13家政群生活應用類,41.01～42,2052,730,0,193,81
13家政群生活應用類,40.01～41,1,547,0,1,0
13家政群生活應用類,39.01～40,1841,741,466,196,102
13家政群生活應用類,38.01～39,2,633,0,0,0
13家政群生活應用類,37.01～38,1655,818,0,155,73
13家政群生活應用類,36.01～37,2,583,0,0,0
13家政群生活應用類,35.01～36,1610,950,512,137,73
13家政群生活應用類,34.01～35,0,714,0,0,0
13家政群生活應用類,33.01～34,1419,1049,0,119,60
13家政群生活應用類,32.01～33,1,721,0,0,0
13家政群生活應用類,31.01～32,1230,1359,567,113,65
13家政群生活應用類,30.01～31,1,770,0,0,0
13家政群生活應用類,29.01～30,1041,1607,0,95,60
13家政群生活應用類,28.01～29,1,836,0,0,0
13家政群生活應用類,27.01～28,907,2002,615,74,44
13家政群生活應用類,26.01～27,0,834,0,0,0
13家政群生活應用類,25.01～26,841,2398,0,64,48
13家政群生活應用類,24.01～25,1,901,0,0,0
13家政群生活應用類,23.01～24,724,2765,488,42,34
13家政群生活應用類,22.01～23,0,957,0,0,0
13家政群生活應用類,21.01～22,639,3440,0,40,41
13家政群生活應用類,20.01～21,0,583,0,0,0
13家政群生活應用類,19.01～20,751,3837,278,26,14
13家政群生活應用類,18.01～19,3,380,0,0,0
13家政群生活應用類,17.01～18,601,2338,0,6,13
13家政群生活應用類,16.01～17,0,256,0,0,0
13家政群生活應用類,15.01～16,340,1551,143,6,6
13家政群生活應用類,14.01～15,0,136,0,0,0
13家政群生活應用類,13.01～14,232,1030,0,5,3
13家政群生活應用類,12.01～13,0,72,0,0,0
13家政群生活應用類,11.01～12,147,591,67,4,1
13家政群生活應用類,10.01～11,1,25,0,0,0
13家政群生活應用類,9.01～10,65,250,0,0,0
13家政群生活應用類,8.01～9,0,10,0,0,0
13家政群生活應用類,7.01～8,41,117,19,1,0
13家政群生活應用類,6.01～7,0,2,0,0,0
13家政群生活應用類,5.01～6,13,28,0,0,0
13家政群生活應用類,4.01～5,0,0,0,0,0
13家政群生活應用類,3.01～4,6,6,1,0,0
13家政群生活應用類,2.01～3,0,0,0,0,0
13家政群生活應用類,1.01～2,2,1,0,0,0
13家政群生活應用類,0.01～1,0,0,0,0,0
13家政群生活應用類,0.00,14,11,0,0,0
14農業群,99.01～100,1,60,53,3,2
14農業群,98.01～99,0,204,0,0,0
14農業群,97.01～98,0,98,0,5,2
14農業群,96.01～97,0,438,0,0,0
14農業群,95.01～96,6,142,138,12,5
14農業群,94.01～95,0,614,0,0,0
14農業群,93.01～94,17,211,0,14,8
14農業群,92.01～93,0,620,0,0,0
14農業群,91.01～92,49,256,182,8,18
14農業群,90.01～91,0,607,0,0,0
14農業群,89.01～90,67,276,0,10,15
14農業群,88.01～89,0,555,0,0,0
14農業群,87.01～88,158,297,262,18,20
14農業群,86.01～87,0,538,0,0,0
14農業群,85.01～86,267,314,0,23,35
14農業群,84.01～85,1,507,0,0,0
14農業群,83.01～84,481,362,365,17,35
14農業群,82.01～83,0,470,0,0,0
14農業群,81.01～82,612,397,0,18,46
14農業群,80.01～81,0,417,0,0,0
14農業群,79.01～80,876,377,419,28,38
14農業群,78.01～79,0,404,0,0,0
14農業群,77.01～78,1168,399,0,23,53
14農業群,76.01～77,0,393,0,0,0
14農業群,75.01～76,1427,431,532,34,82
14農業群,74.01～75,0,342,0,0,0
14農業群,73.01～74,1766,498,0,27,44
14農業群,72.01～73,0,315,0,0,0
14農業群,71.01～72,2001,519,626,36,62
14農業群,70.01～71,0,336,0,0,0
14農業群,69.01～70,2267,524,0,41,54
14農業群,68.01～69,1,327,0,0,0
14農業群,67.01～68,2495,547,728,41,69
14農業群,66.01～67,1,318,0,0,0
14農業群,65.01～66,2714,550,0,49,74
14農業群,64.01～65,2,321,0,0,0
14農業群,63.01～64,2876,573,828,47,48
14農業群,62.01～63,0,298,0,0,0
14農業群,61.01～62,2822,597,0,54,73
14農業群,60.01～61,0,323,0,0,0
14農業群,59.01～60,2939,613,1039,41,48
14農業群,58.01～59,0,328,0,0,0
14農業群,57.01～58,2938,620,0,63,59
14農業群,56.01～57,0,346,0,0,0
14農業群,55.01～56,2870,607,1101,43,64
14農業群,54.01～55,0,393,0,0,0
14農業群,53.01～54,2849,655,1,68,50
14農業群,52.01～53,1,398,0,0,0
14農業群,51.01～52,2718,641,1304,61,50
14農業群,50.01～51,0,442,0,0,0
14農業群,49.01～50,2616,713,0,45,52
14農業群,48.01～49,1,390,0,0,0
14農業群,47.01～48,2468,706,1510,62,48
14農業群,46.01～47,0,479,0,0,0
14農業群,45.01～46,2387,718,0,66,43
14農業群,44.01～45,0,499,0,0,0
14農業群,43.01～44,2154,682,1862,67,38
14農業群,42.01～43,0,521,0,0,0
14農業群,41.01～42,2052,730,1,65,32
14農業群,40.01～41,1,547,0,0,0
14農業群,39.01～40,1841,741,2364,60,19
14農業群,38.01～39,2,633,0,0,0
14農業群,37.01～38,1655,818,1,43,21
14農業群,36.01～37,2,583,0,0,0
14農業群,35.01～36,1610,950,2881,51,25
14農業群,34.01～35,0,714,2,0,0
14農業群,33.01～34,1419,1049,0,33,20
14農業群,32.01～33,1,721,0,0,0
14農業群,31.01～32,1230,1359,3278,28,18
14農業群,30.01～31,1,770,2,0,0
14農業群,29.01～30,1041,1607,1,36,14
14農業群,28.01～29,1,836,0,0,0
14農業群,27.01～28,907,2002,4204,28,10
14農業群,26.01～27,0,834,1,0,0
14農業群,25.01～26,841,2398,1,22,14
14農業群,24.01～25,1,901,0,0,0
14農業群,23.01～24,724,2765,4315,19,5
14農業群,22.01～23,0,957,1,0,0
14農業群,21.01～22,639,3440,0,17,8
14農業群,20.01～21,0,583,0,0,0
14農業群,19.01～20,751,3837,2669,0,5
14農業群,18.01～19,3,380,1,0,0
14農業群,17.01～18,601,2338,0,4,3
14農業群,16.01～17,0,256,0,0,0
14農業群,15.01～16,340,1551,1581,1,0
14農業群,14.01～15,0,136,0,0,0
14農業群,13.01～14,232,1030,0,1,0
14農業群,12.01～13,0,72,0,0,0
14農業群,11.01～12,147,591,794,0,0
14農業群,10.01～11,1,25,0,0,0
14農業群,9.01～10,65,250,1,0,0
14農業群,8.01～9,0,10,0,0,0
14農業群,7.01～8,41,117,291,0,0
14農業群,6.01～7,0,2,1,0,0
14農業群,5.01～6,13,28,0,0,0
14農業群,4.01～5,0,0,0,0,0
14農業群,3.01～4,6,6,57,0,0
14農業群,2.01～3,0,0,0,0,0
14農業群,1.01～2,2,1,1,0,0
14農業群,0.01～1,0,0,0,0,0
14農業群,0.00,14,11,23,0,1
15外語群英語類,99.01～100,1,60,53,0,0
15外語群英語類,98.01～99,0,204,0,0,0
15外語群英語類,97.01～98,0,98,0,0,1
15外語群英語類,96.01～97,0,438,0,0,0
15外語群英語類,95.01～96,6,142,138,15,0
15外語群英語類,94.01～95,0,614,0,0,0
15外語群英語類,93.01～94,17,211,0,23,2
15外語群英語類,92.01～93,0,620,0,0,1
15外語群英語類,91.01～92,49,256,182,30,5
15外語群英語類,90.01～91,0,607,0,0,6
15外語群英語類,89.01～90,67,276,0,60,8
15外語群英語類,88.01～89,0,555,0,0,12
15外語群英語類,87.01～88,158,297,262,91,9
15外語群英語類,86.01～87,0,538,0,0,18
15外語群英語類,85.01～86,267,314,0,135,24
15外語群英語類,84.01～85,1,507,0,0,30
15外語群英語類,83.01～84,481,362,365,174,32
15外語群英語類,82.01～83,0,470,0,0,29
15外語群英語類,81.01～82,612,397,0,213,36
15外語群英語類,80.01～81,0,417,0,0,41
15外語群英語類,79.01～80,876,377,419,270,43
15外語群英語類,78.01～79,0,404,0,0,56
15外語群英語類,77.01～78,1168,399,0,318,46
15外語群英語類,76.01～77,0,393,0,0,59
15外語群英語類,75.01～76,1427,431,532,368,46
15外語群英語類,74.01～75,0,342,0,0,44
15外語群英語類,73.01～74,1766,498,0,413,53
15外語群英語類,72.01～73,0,315,0,0,58
15外語群英語類,71.01～72,2001,519,626,403,51
15外語群英語類,70.01～71,0,336,0,0,44
15外語群英語類,69.01～70,2267,524,0,433,44
15外語群英語類,68.01～69,1,327,0,0,43
15外語群英語類,67.01～68,2495,547,728,482,50
15外語群英語類,66.01～67,1,318,0,0,55
15外語群英語類,65.01～66,2714,550,0,509,51
15外語群英語類,64.01～65,2,321,0,0,51
15外語群英語類,63.01～64,2876,573,828,525,53
15外語群英語類,62.01～63,0,298,0,0,43
15外語群英語類,61.01～62,2822,597,0,548,40
15外語群英語類,60.01～61,0,323,0,0,40
15外語群英語類,59.01～60,2939,613,1039,559,46
15外語群英語類,58.01～59,0,328,0,0,47
15外語群英語類,57.01～58,2938,620,0,598,35
15外語群英語類,56.01～57,0,346,0,0,32
15外語群英語類,55.01～56,2870,607,1101,617,44
15外語群英語類,54.01～55,0,393,0,0,31
15外語群英語類,53.01～54,2849,655,1,539,48
15外語群英語類,52.01～53,1,398,0,0,37
15外語群英語類,51.01～52,2718,641,1304,624,43
15外語群英語類,50.01～51,0,442,0,0,39
15外語群英語類,49.01～50,2616,713,0,571,44
15外語群英語類,48.01～49,1,390,0,0,53
15外語群英語類,47.01～48,2468,706,1510,598,35
15外語群英語類,46.01～47,0,479,0,0,38
15外語群英語類,45.01～46,2387,718,0,590,48
15外語群英語類,44.01～45,0,499,0,0,50
15外語群英語類,43.01～44,2154,682,1862,559,41
15外語群英語類,42.01～43,0,521,0,0,30
15外語群英語類,41.01～42,2052,730,1,579,41
15外語群英語類,40.01～41,1,547,0,0,56
15外語群英語類,39.01～40,1841,741,2364,614,50
15外語群英語類,38.01～39,2,633,0,0,36
15外語群英語類,37.01～38,1655,818,1,545,41
15外語群英語類,36.01～37,2,583,0,0,39
15外語群英語類,35.01～36,1610,950,2881,602,35
15外語群英語類,34.01～35,0,714,2,0,28
15外語群英語類,33.01～34,1419,1049,0,515,34
15外語群英語類,32.01～33,1,721,0,0,29
15外語群英語類,31.01～32,1230,1359,3278,527,38
15外語群英語類,30.01～31,1,770,2,0,35
15外語群英語類,29.01～30,1041,1607,1,464,32
15外語群英語類,28.01～29,1,836,0,0,23
15外語群英語類,27.01～28,907,2002,4204,459,23
15外語群英語類,26.01～27,0,834,1,0,20
15外語群英語類,25.01～26,841,2398,1,401,35
15外語群英語類,24.01～25,1,901,0,0,19
15外語群英語類,23.01～24,724,2765,4315,336,27
15外語群英語類,22.01～23,0,957,1,0,21
15外語群英語類,21.01～22,639,3440,0,268,19
15外語群英語類,20.01～21,0,583,0,0,12
15外語群英語類,19.01～20,751,3837,2669,154,25
15外語群英語類,18.01～19,3,380,1,0,5
15外語群英語類,17.01～18,601,2338,0,113,24
15外語群英語類,16.01～17,0,256,0,0,9
15外語群英語類,15.01～16,340,1551,1581,55,26
15外語群英語類,14.01～15,0,136,0,0,2
15外語群英語類,13.01～14,232,1030,0,29,18
15外語群英語類,12.01～13,0,72,0,0,0
15外語群英語類,11.01～12,147,591,794,17,10
15外語群英語類,10.01～11,1,25,0,0,2
15外語群英語類,9.01～10,65,250,1,3,6
15外語群英語類,8.01～9,0,10,0,0,0
15外語群英語類,7.01～8,41,117,291,1,6
15外語群英語類,6.01～7,0,2,1,0,1
15外語群英語類,5.01～6,13,28,0,0,5
15外語群英語類,4.01～5,0,0,0,0,0
15外語群英語類,3.01～4,6,6,57,1,0
15外語群英語類,2.01～3,0,0,0,0,0
15外語群英語類,1.01～2,2,1,1,0,0
15外語群英語類,0.01～1,0,0,0,0,0
15外語群英語類,0.00,14,11,23,0,1
16外語群日語類,99.01～100,1,60,53,0,1
16外語群日語類,98.01～99,0,204,0,0,0
16外語群日語類,97.01～98,0,98,0,0,4
16外語群日語類,96.01～97,0,438,0,0,0
16外語群日語類,95.01～96,6,142,138,15,4
16外語群日語類,94.01～95,0,614,0,0,0
16外語群日語類,93.01～94,17,211,0,23,2
16外語群日語類,92.01～93,0,620,0,0,0
16外語群日語類,91.01～92,49,256,182,30,8
16外語群日語類,90.01～91,0,607,0,0,0
16外語群日語類,89.01～90,67,276,0,60,9
16外語群日語類,88.01～89,0,555,0,0,0
16外語群日語類,87.01～88,158,297,262,91,9
16外語群日語類,86.01～87,0,538,0,0,0
16外語群日語類,85.01～86,267,314,0,135,11
16外語群日語類,84.01～85,1,507,0,0,0
16外語群日語類,83.01～84,481,362,365,174,10
16外語群日語類,82.01～83,0,470,0,0,0
16外語群日語類,81.01～82,612,397,0,213,14
16外語群日語類,80.01～81,0,417,0,0,0
16外語群日語類,79.01～80,876,377,419,270,20
16外語群日語類,78.01～79,0,404,0,0,0
16外語群日語類,77.01～78,1168,399,0,318,21
16外語群日語類,76.01～77,0,393,0,0,0
16外語群日語類,75.01～76,1427,431,532,368,18
16外語群日語類,74.01～75,0,342,0,0,0
16外語群日語類,73.01～74,1766,498,0,413,19
16外語群日語類,72.01～73,0,315,0,0,0
16外語群日語類,71.01～72,2001,519,626,403,19
16外語群日語類,70.01～71,0,336,0,0,0
16外語群日語類,69.01～70,2267,524,0,433,22
16外語群日語類,68.01～69,1,327,0,0,0
16外語群日語類,67.01～68,2495,547,728,482,23
16外語群日語類,66.01～67,1,318,0,0,0
16外語群日語類,65.01～66,2714,550,0,509,26
16外語群日語類,64.01～65,2,321,0,0,0
16外語群日語類,63.01～64,2876,573,828,525,28
16外語群日語類,62.01～63,0,298,0,0,0
16外語群日語類,61.01～62,2822,597,0,548,27
16外語群日語類,60.01～61,0,323,0,0,0
16外語群日語類,59.01～60,2939,613,1039,559,29
16外語群日語類,58.01～59,0,328,0,0,0
16外語群日語類,57.01～58,2938,620,0,598,38
16外語群日語類,56.01～57,0,346,0,0,0
16外語群日語類,55.01～56,2870,607,1101,617,43
16外語群日語類,54.01～55,0,393,0,0,0
16外語群日語類,53.01～54,2849,655,1,539,43
16外語群日語類,52.01～53,1,398,0,0,0
16外語群日語類,51.01～52,2718,641,1304,624,39
16外語群日語類,50.01～51,0,442,0,0,0
16外語群日語類,49.01～50,2616,713,0,571,33
16外語群日語類,48.01～49,1,390,0,0,0
16外語群日語類,47.01～48,2468,706,1510,598,52
16外語群日語類,46.01～47,0,479,0,0,0
16外語群日語類,45.01～46,2387,718,0,590,43
16外語群日語類,44.01～45,0,499,0,0,0
16外語群日語類,43.01～44,2154,682,1862,559,49
16外語群日語類,42.01～43,0,521,0,0,0
16外語群日語類,41.01～42,2052,730,1,579,52
16外語群日語類,40.01～41,1,547,0,0,0
16外語群日語類,39.01～40,1841,741,2364,614,59
16外語群日語類,38.01～39,2,633,0,0,0
16外語群日語類,37.01～38,1655,818,1,545,46
16外語群日語類,36.01～37,2,583,0,0,0
16外語群日語類,35.01～36,1610,950,2881,602,47
16外語群日語類,34.01～35,0,714,2,0,0
16外語群日語類,33.01～34,1419,1049,0,515,48
16外語群日語類,32.01～33,1,721,0,0,0
16外語群日語類,31.01～32,1230,1359,3278,527,33
16外語群日語類,30.01～31,1,770,2,0,0
16外語群日語類,29.01～30,1041,1607,1,464,42
16外語群日語類,28.01～29,1,836,0,0,0
16外語群日語類,27.01～28,907,2002,4204,459,43
16外語群日語類,26.01～27,0,834,1,0,0
16外語群日語類,25.01～26,841,2398,1,401,41
16外語群日語類,24.01～25,1,901,0,0,0
16外語群日語類,23.01～24,724,2765,4315,336,35
16外語群日語類,22.01～23,0,957,1,0,0
16外語群日語類,21.01～22,639,3440,0,268,21
16外語群日語類,20.01～21,0,583,0,0,0
16外語群日語類,19.01～20,751,3837,2669,154,13
16外語群日語類,18.01～19,3,380,1,0,0
16外語群日語類,17.01～18,601,2338,0,113,6
16外語群日語類,16.01～17,0,256,0,0,0
16外語群日語類,15.01～16,340,1551,1581,55,6
16外語群日語類,14.01～15,0,136,0,0,0
16外語群日語類,13.01～14,232,1030,0,29,2
16外語群日語類,12.01～13,0,72,0,0,0
16外語群日語類,11.01～12,147,591,794,17,2
16外語群日語類,10.01～11,1,25,0,0,0
16外語群日語類,9.01～10,65,250,1,3,1
16外語群日語類,8.01～9,0,10,0,0,0
16外語群日語類,7.01～8,41,117,291,1,1
16外語群日語類,6.01～7,0,2,1,0,0
16外語群日語類,5.01～6,13,28,0,0,0
16外語群日語類,4.01～5,0,0,0,0,0
16外語群日語類,3.01～4,6,6,57,1,0
16外語群日語類,2.01～3,0,0,0,0,0
16外語群日語類,1.01～2,2,1,1,0,0
16外語群日語類,0.01～1,0,0,0,0,0
16外語群日語類,0.00,14,11,23,0,0
17餐旅群,99.01～100,1,60,53,1,0
17餐旅群,98.01～99,0,204,0,0,0
17餐旅群,97.01～98,0,98,0,4,0
17餐旅群,96.01～97,0,438,0,0,0
17餐旅群,95.01～96,6,142,138,4,3
17餐旅群,94.01～95,0,614,0,0,0
17餐旅群,93.01～94,17,211,0,19,8
17餐旅群,92.01～93,0,620,0,0,0
17餐旅群,91.01～92,49,256,182,16,15
17餐旅群,90.01～91,0,607,0,0,0
17餐旅群,89.01～90,67,276,0,44,21
17餐旅群,88.01～89,0,555,0,0,0
17餐旅群,87.01～88,158,297,262,45,29
17餐旅群,86.01～87,0,538,0,0,0
17餐旅群,85.01～86,267,314,0,63,37
17餐旅群,84.01～85,1,507,0,0,0
17餐旅群,83.01～84,481,362,365,82,58
17餐旅群,82.01～83,0,470,0,0,0
17餐旅群,81.01～82,612,397,0,85,66
17餐旅群,80.01～81,0,417,0,0,0
17餐旅群,79.01～80,876,377,419,68,61
17餐旅群,78.01～79,0,404,0,0,0
17餐旅群,77.01～78,1168,399,0,110,78
17餐旅群,76.01～77,0,393,0,0,0
17餐旅群,75.01～76,1427,431,532,103,91
17餐旅群,74.01～75,0,342,0,0,0
17餐旅群,73.01～74,1766,498,0,115,92
17餐旅群,72.01～73,0,315,0,0,0
17餐旅群,71.01～72,2001,519,626,93,91
17餐旅群,70.01～71,0,336,0,0,0
17餐旅群,69.01～70,2267,524,0,111,92
17餐旅群,68.01～69,1,327,0,0,0
17餐旅群,67.01～68,2495,547,728,116,130
17餐旅群,66.01～67,1,318,0,0,0
17餐旅群,65.01～66,2714,550,0,111,140
17餐旅群,64.01～65,2,321,0,0,0
17餐旅群,63.01～64,2876,573,828,124,133
17餐旅群,62.01～63,0,298,0,0,0
17餐旅群,61.01～62,2822,597,0,131,137
17餐旅群,60.01～61,0,323,0,0,0
17餐旅群,59.01～60,2939,613,1039,153,144
17餐旅群,58.01～59,0,328,0,0,0
17餐旅群,57.01～58,2938,620,0,142,136
17餐旅群,56.01～57,0,346,0,0,0
17餐旅群,55.01～56,2870,607,1101,199,166
17餐旅群,54.01～55,0,393,0,0,0
17餐旅群,53.01～54,2849,655,1,192,197
17餐旅群,52.01～53,1,398,0,0,0
17餐旅群,51.01～52,2718,641,1304,266,192
17餐旅群,50.01～51,0,442,0,0,0
17餐旅群,49.01～50,2616,713,0,274,240
17餐旅群,48.01～49,1,390,0,0,0
17餐旅群,47.01～48,2468,706,1510,329,263
17餐旅群,46.01～47,0,479,0,0,0
17餐旅群,45.01～46,2387,718,0,363,283
17餐旅群,44.01～45,0,499,0,0,0
17餐旅群,43.01～44,2154,682,1862,437,353
17餐旅群,42.01～43,0,521,0,0,0
17餐旅群,41.01～42,2052,730,1,470,371
17餐旅群,40.01～41,1,547,0,0,0
17餐旅群,39.01～40,1841,741,2364,432,436
17餐旅群,38.01～39,2,633,0,0,0
17餐旅群,37.01～38,1655,818,1,464,440
17餐旅群,36.01～37,2,583,0,0,0
17餐旅群,35.01～36,1610,950,2881,441,427
17餐旅群,34.01～35,0,714,2,1,0
17餐旅群,33.01～34,1419,1049,0,392,422
17餐旅群,32.01～33,1,721,0,1,0
17餐旅群,31.01～32,1230,1359,3278,338,416
17餐旅群,30.01～31,1,770,2,0,0
17餐旅群,29.01～30,1041,1607,1,301,423
17餐旅群,28.01～29,1,836,0,0,0
17餐旅群,27.01～28,907,2002,4204,257,336
17餐旅群,26.01～27,0,834,1,0,0
17餐旅群,25.01～26,841,2398,1,230,355
17餐旅群,24.01～25,1,901,0,0,0
17餐旅群,23.01～24,724,2765,4315,204,278
17餐旅群,22.01～23,0,957,1,0,0
17餐旅群,21.01～22,639,3440,0,108,180
17餐旅群,20.01～21,0,583,0,0,0
17餐旅群,19.01～20,751,3837,2669,77,120
17餐旅群,18.01～19,3,380,1,0,0
17餐旅群,17.01～18,601,2338,0,46,80
17餐旅群,16.01～17,0,256,0,0,0
17餐旅群,15.01～16,340,1551,1581,26,45
17餐旅群,14.01～15,0,136,0,0,0
17餐旅群,13.01～14,232,1030,0,18,10
17餐旅群,12.01～13,0,72,0,0,0
17餐旅群,11.01～12,147,591,794,10,7
17餐旅群,10.01～11,1,25,0,0,0
17餐旅群,9.01～10,65,250,1,2,4
17餐旅群,8.01～9,0,10,0,0,0
17餐旅群,7.01～8,41,117,291,0,1
17餐旅群,6.01～7,0,2,1,0,0
17餐旅群,5.01～6,13,28,0,0,0
17餐旅群,4.01～5,0,0,0,0,0
17餐旅群,3.01～4,6,6,57,0,0
17餐旅群,2.01～3,0,0,0,0,0
17餐旅群,1.01～2,2,1,1,0,0
17餐旅群,0.01～1,0,0,0,0,0
17餐旅群,0.00,14,11,23,3,1
18海事群,99.01～100,1,60,53,0,0
18海事群,98.01～99,0,204,0,0,0
18海事群,97.01～98,0,98,0,0,0
18海事群,96.01～97,0,438,0,0,0
18海事群,95.01～96,6,142,138,0,0
18海事群,94.01～95,0,614,0,0,0
18海事群,93.01～94,17,211,0,0,0
18海事群,92.01～93,0,620,0,0,0
18海事群,91.01～92,49,256,182,0,0
18海事群,90.01～91,0,607,0,0,0
18海事群,89.01～90,67,276,0,0,0
18海事群,88.01～89,0,555,0,0,0
18海事群,87.01～88,158,297,262,0,0
18海事群,86.01～87,0,538,0,0,0
18海事群,85.01～86,267,314,0,1,1
18海事群,84.01～85,1,507,0,0,0
18海事群,83.01～84,481,362,365,0,0
18海事群,82.01～83,0,470,0,0,0
18海事群,81.01～82,612,397,0,0,2
18海事群,80.01～81,0,417,0,0,0
18海事群,79.01～80,876,377,419,0,0
18海事群,78.01～79,0,404,0,0,0
18海事群,77.01～78,1168,399,0,0,5
18海事群,76.01～77,0,393,0,0,0
18海事群,75.01～76,1427,431,532,3,3
18海事群,74.01～75,0,342,0,0,0
18海事群,73.01～74,1766,498,0,2,3
18海事群,72.01～73,0,315,0,0,0
18海事群,71.01～72,2001,519,626,3,7
18海事群,70.01～71,0,336,0,0,0
18海事群,69.01～70,2267,524,0,1,1
18海事群,68.01～69,1,327,0,0,0
18海事群,67.01～68,2495,547,728,5,2
18海事群,66.01～67,1,318,0,0,0
18海事群,65.01～66,2714,550,0,7,2
18海事群,64.01～65,2,321,0,0,0
18海事群,63.01～64,2876,573,828,4,4
18海事群,62.01～63,0,298,0,0,0
18海事群,61.01～62,2822,597,0,7,9
18海事群,60.01～61,0,323,0,0,0
18海事群,59.01～60,2939,613,1039,3,4
18海事群,58.01～59,0,328,0,0,0
18海事群,57.01～58,2938,620,0,1,7
18海事群,56.01～57,0,346,0,0,0
18海事群,55.01～56,2870,607,1101,6,9
18海事群,54.01～55,0,393,0,0,0
18海事群,53.01～54,2849,655,1,6,7
18海事群,52.01～53,1,398,0,0,0
18海事群,51.01～52,2718,641,1304,14,10
18海事群,50.01～51,0,442,0,0,0
18海事群,49.01～50,2616,713,0,6,12
18海事群,48.01～49,1,390,0,0,0
18海事群,47.01～48,2468,706,1510,9,7
18海事群,46.01～47,0,479,0,0,0
18海事群,45.01～46,2387,718,0,12,13
18海事群,44.01～45,0,499,0,0,0
18海事群,43.01～44,2154,682,1862,6,12
18海事群,42.01～43,0,521,0,0,0
18海事群,41.01～42,2052,730,1,5,12
18海事群,40.01～41,1,547,0,0,0
18海事群,39.01～40,1841,741,2364,10,6
18海事群,38.01～39,2,633,0,0,0
18海事群,37.01～38,1655,818,1,5,3
18海事群,36.01～37,2,583,0,0,1
18海事群,35.01～36,1610,950,2881,14,6
18海事群,34.01～35,0,714,2,0,0
18海事群,33.01～34,1419,1049,0,11,5
18海事群,32.01～33,1,721,0,0,0
18海事群,31.01～32,1230,1359,3278,6,7
18海事群,30.01～31,1,770,2,0,0
18海事群,29.01～30,1041,1607,1,5,4
18海事群,28.01～29,1,836,0,0,0
18海事群,27.01～28,907,2002,4204,11,4
18海事群,26.01～27,0,834,1,0,0
18海事群,25.01～26,841,2398,1,4,6
18海事群,24.01～25,1,901,0,0,0
18海事群,23.01～24,724,2765,4315,7,3
18海事群,22.01～23,0,957,1,0,0
18海事群,21.01～22,639,3440,0,2,4
18海事群,20.01～21,0,583,0,0,0
18海事群,19.01～20,751,3837,2669,4,2
18海事群,18.01～19,3,380,1,0,0
18海事群,17.01～18,601,2338,0,1,0
18海事群,16.01～17,0,256,0,0,0
18海事群,15.01～16,340,1551,1581,3,1
