學校,招生系科,招生群類別,一般考生招生名額,國文,英文,數學,專業一,專業二
正修科技大學,電子工程系,03電機群,21,6,--,--,3,--
正修科技大學,電子工程系,04電子群,42,6,--,--,3,--
正修科技大學,機械工程系,01機械群,45,--,--,--,6,3
正修科技大學,機械工程系,02動力機械群,13,--,--,--,6,3
正修科技大學,機械工程系,03電機群,2,--,--,--,6,3
正修科技大學,電機工程系,02動力機械群,8,--,--,--,3,6
正修科技大學,電機工程系,03電機群,49,--,--,--,3,6
正修科技大學,電機工程系,04電子群,8,--,--,--,3,6
正修科技大學,工業工程與管理系,01機械群,28,--,--,--,6,3
正修科技大學,建築與室內設計系建築設計組,06土木與建築群,35,6,--,--,--,3
正修科技大學,建築與室內設計系建築設計組,07設計群,15,6,--,--,--,3
正修科技大學,建築與室內設計系室內設計組,06土木與建築群,10,6,--,--,--,3
正修科技大學,建築與室內設計系室內設計組,07設計群,17,6,--,--,--,3
正修科技大學,資訊工程系,04電子群,40,--,--,--,6,3
正修科技大學,電競科技系,04電子群,4,6,--,--,--,3
正修科技大學,電競科技系,09商業與管理群,38,6,--,--,3,--
正修科技大學,企業管理系,09商業與管理群,30,--,--,--,3,6
正修科技大學,企業管理系,17餐旅群,20,--,--,--,6,3
正修科技大學,資訊管理系,02動力機械群,3,--,--,--,6,3
正修科技大學,資訊管理系,04電子群,19,--,--,--,6,3
正修科技大學,資訊管理系,09商業與管理群,30,--,--,--,3,6
正修科技大學,金融管理系,04電子群,5,--,--,--,6,3
正修科技大學,金融管理系,09商業與管理群,28,--,--,--,6,3
正修科技大學,金融管理系,17餐旅群,5,--,--,--,6,3
正修科技大學,化妝品與時尚彩妝系,07設計群,3,--,--,--,3,6
正修科技大學,化妝品與時尚彩妝系,13家政群生活應用類,30,--,--,--,6,3
正修科技大學,化妝品與時尚彩妝系,17餐旅群,5,--,--,--,3,6
正修科技大學,幼兒保育系托育教學組,12家政群幼保類,18,--,--,--,3,6
正修科技大學,幼兒保育系托育教學組,17餐旅群,4,--,--,--,3,6
正修科技大學,幼兒保育系家庭社工組,09商業與管理群,5,--,--,--,3,6
正修科技大學,幼兒保育系家庭社工組,12家政群幼保類,15,--,--,--,3,6
正修科技大學,幼兒保育系家庭社工組,17餐旅群,3,--,--,--,3,6
正修科技大學,休閒與運動管理系,17餐旅群,20,--,--,--,6,3
正修科技大學,觀光遊憩系,09商業與管理群,2,--,--,--,3,6
正修科技大學,觀光遊憩系,15外語群英語類,2,--,--,--,3,6
正修科技大學,觀光遊憩系,17餐旅群,21,--,--,--,3,6
正修科技大學,數位多媒體設計系,04電子群,6,--,--,--,6,3
正修科技大學,數位多媒體設計系,07設計群,24,--,--,--,3,6
正修科技大學,數位多媒體設計系,09商業與管理群,15,--,--,--,3,6
正修科技大學,視覺傳達設計系,07設計群,42,--,--,--,3,6
正修科技大學,視覺傳達設計系,13家政群生活應用類,8,--,--,--,6,3
正修科技大學,餐飲管理系,17餐旅群,86,--,--,--,6,3
正修科技大學,護理系,09商業與管理群,2,6,--,--,3,--
正修科技大學,護理系,10衛生與護理類,2,6,--,--,3,--
正修科技大學,護理系,12家政群幼保類,1,6,--,--,3,--
萬能科技大學,室內設計與營建科技系室內設計與管理組,01機械群,4,5,--,--,3,--
萬能科技大學,室內設計與營建科技系室內設計與管理組,06土木與建築群,4,5,--,--,3,--
